DOCUMENTOFISCAL|DOCUMENTODEPAGAMENTO|VALOR_JUROS_NF
415448|144920|0,00
415449|144920|0,00
415450|144912|0,00
415451|144484|0,00
415452|144920|0,00
415453|144777|0,00
415454|144920|0,00
415455|144920|0,00
415456|144912|0,00
415457|144920|0,00
415458|144920|0,00
415459|144514|0,00
415460|144920|0,00
415461|144777|0,00
415462|144920|0,00
415463|144559|0,00
415464|144920|0,00
415465|144920|0,00
415466|144920|0,00
415467|144920|0,00
415468|144920|0,00
415469|144920|0,00
415470|144720|0,00
415471|144920|0,00
415472|144920|0,00
415474|144853|0,00
415475|144920|0,00
415476|144920|0,00
415477|145196|0,11
415478|144920|0,00
415479|144920|0,00
415480|144920|0,00
415481|144920|0,00
415482|144572|0,00
415483|144920|0,00
415484|144920|0,00
415485|144964|5,20
415486|144853|0,00
415487|144920|0,00
415488|144853|0,00
415489|144920|0,00
415490|144572|0,00
415491|144572|0,00
415492|144920|0,00
415493|144920|0,00
415494|144920|0,00
415495|144853|0,00
415497|144920|0,00
415498|144920|0,00
415499|144484|0,00
415500|144920|0,00
415501|144667|0,00
415502|144920|0,00
415503|144920|0,00
415504|144920|0,00
415505|144720|0,00
415506|144777|0,00
415507|144920|0,00
415508|144920|0,00
415509|144920|0,00
415510|144484|0,00
415511|144920|0,00
415512|146919|1,34
415513|144920|0,00
415514|144572|0,00
415515|144720|0,00
415516|144853|0,00
415517|144920|0,00
415518|144920|0,00
415519|144912|0,00
415520|144920|0,00
415521|144514|0,00
415522|144559|0,00
415523|144920|0,00
415524|144572|0,00
415525|144514|0,00
415526|144920|0,00
415527|144920|0,00
415528|144777|0,00
415529|144920|0,00
415531|144853|0,00
415532|144920|0,00
415533|144629|0,00
415534|145683|0,95
415535|144920|0,00
415536|144920|0,00
415537|144920|0,00
415538|144720|0,00
415539|144920|0,00
415540|144920|0,00
415541|144667|0,00
415542|144912|0,00
415543|144964|23,08
415544|144912|0,00
415545|144920|0,00
415546|144920|0,00
415547|144572|0,00
415548|144920|0,00
415549|144912|0,00
415550|144667|0,00
415551|144667|0,00
415552|144853|0,00
415553|144920|0,00
415554|144572|0,00
415555|144912|0,00
415556|144920|0,00
415557|144777|0,00
415558|144920|0,00
415559|144920|0,00
415560|144920|0,00
415561|144920|0,00
415562|144629|0,00
415563|144777|0,00
415564|144720|0,00
415565|144720|0,00
415566|144720|0,00
415567|144853|0,00
415568|144559|0,00
415569|144720|0,00
415570|144777|0,00
415571|144920|0,00
415572|144667|0,00
415573|144920|0,00
415574|144920|0,00
415575|144920|0,00
415576|144920|0,00
415577|144853|0,00
415578|144920|0,00
415579|144920|0,00
415580|144514|0,00
415581|144572|0,00
415582|144720|0,00
415583|144920|0,00
415584|144920|0,00
415585|145073|2,28
415586|144920|0,00
415587|144920|0,00
415588|144920|0,00
415589|144920|0,00
415590|144920|0,00
415591|144853|0,00
415592|144920|0,00
415593|144920|0,00
415594|146556|2,48
415595|144629|0,00
415596|144920|0,00
415597|144920|0,00
415598|144572|0,00
415599|144920|0,00
415600|148998|6,63
415601|144920|0,00
415602|144920|0,00
415603|144920|0,00
415604|144777|0,00
415605|144920|0,00
415606|144572|0,00
415607|144920|0,00
415608|144777|0,00
415609|144964|1,48
415610|144920|0,00
415611|144853|0,00
415612|144720|0,00
415613|144912|0,00
415614|144514|0,00
415615|146203|11,02
415616|144920|0,00
415617|144920|0,00
415618|144484|0,00
415620|144777|0,00
415621|144572|0,00
415622|144920|0,00
415623|144667|0,00
415624|144920|0,00
415625|144920|0,00
415626|144912|0,00
415627|144912|0,00
415628|144920|0,00
415629|144920|0,00
415630|144777|0,00
415631|144777|0,00
415632|144559|0,00
415633|144920|0,00
415634|144777|0,00
415635|144572|0,00
415636|144912|0,00
415637|144514|0,00
415638|144629|0,00
415639|144912|0,00
415640|144920|0,00
415641|144572|0,00
415642|144920|0,00
415643|144920|0,00
415644|144920|0,00
415645|145391|0,85
415646|144920|0,00
415647|144920|0,00
415648|144514|0,00
415649|144920|0,00
415650|144920|0,00
415651|144920|0,00
415652|144920|0,00
415653|144912|0,00
415654|144484|0,00
415655|144920|0,00
415656|144920|0,00
415657|144484|0,00
415658|144920|0,00
415659|144920|0,00
415660|144484|0,00
415661|144559|0,00
415662|144920|0,00
415663|144920|0,00
415664|144912|0,00
415665|144920|0,00
415666|144777|0,00
415667|144629|0,00
415668|144720|0,00
415669|144920|0,00
415670|144920|0,00
415671|144920|0,00
415672|144920|0,00
415673|144920|0,00
415674|144920|0,00
415675|144920|0,00
415676|144514|0,00
415677|144777|0,00
415678|144920|0,00
415679|144920|0,00
415680|146606|5,42
415681|144920|0,00
415682|144853|0,00
415683|144777|0,00
415684|144920|0,00
415685|144920|0,00
415686|144853|0,00
415687|145073|0,76
415688|144777|0,00
415689|144720|0,00
415690|144777|0,00
415691|145005|2,25
415692|144964|1,48
415693|144920|0,00
415694|144920|0,00
415695|145824|9,82
415696|144920|0,00
415697|144920|0,00
415698|144920|0,00
415699|144920|0,00
415700|144920|0,00
415701|145723|5,77
415702|144853|0,00
415703|144572|0,00
415704|144484|0,00
415705|144912|0,00
415706|144572|0,00
415707|144920|0,00
415708|144920|0,00
415709|144514|0,00
415710|144720|0,00
415711|144720|0,00
415712|144572|0,00
415713|144920|0,00
415714|144853|0,00
415715|144853|0,00
415716|144912|0,00
415717|144777|0,00
415718|144920|0,00
415719|144971|0,00
415720|144853|0,00
415721|144920|0,00
415722|144920|0,00
415724|144920|0,00
415725|144920|0,00
415726|144920|0,00
415727|144559|0,00
415728|144777|0,00
415729|144920|0,00
415730|144514|0,00
415731|147321|2,91
415732|144572|0,00
415733|144920|0,00
415734|144559|0,00
415735|144920|0,00
415736|144920|0,00
415737|144777|0,00
415738|144920|0,00
415739|144920|0,00
415740|144920|0,00
415741|144920|0,00
415742|144920|0,00
415743|144912|0,00
415745|144912|0,00
415746|144912|0,00
415747|144629|0,00
415748|145683|0,95
415749|144920|0,00
415750|144912|0,00
415751|144920|0,00
415752|144720|0,00
415753|145005|2,25
415754|144964|10,39
415755|144720|0,00
415756|144920|0,00
415757|144912|0,00
415758|144912|0,00
415759|144777|0,00
415760|144964|1,48
415761|144920|0,00
415762|145393|6.858,34
415763|149612|14,11
415764|147861|1,65
415765|144920|0,00
415766|144920|0,00
415767|144629|0,00
415768|144964|3,71
415769|144720|0,00
415770|144920|0,00
415771|144514|0,00
415772|144920|0,00
415773|145100|1,54
415774|144920|0,00
415775|144920|0,00
415776|144920|0,00
415777|144912|0,00
415778|144920|0,00
415779|144920|0,00
415780|144920|0,00
415781|144484|0,00
415782|146074|1,05
415783|144920|0,00
415784|144720|0,00
415785|144484|0,00
415786|144920|0,00
415787|146028|1,04
415788|144920|0,00
415789|144920|0,00
415790|144777|0,00
415792|144920|0,00
415794|144920|0,00
415795|144920|0,00
415796|146363|71,02
415797|144853|0,00
415798|144514|0,00
415799|144920|0,00
415800|145775|1,94
415801|144920|0,00
415802|144777|0,00
415803|145100|0,77
415804|144920|0,00
415805|144920|0,00
415806|144920|0,00
415807|144964|3,71
415808|144912|0,00
415810|144559|0,00
415811|146028|3,12
415812|144853|0,00
415813|144720|0,00
415814|144920|0,00
415815|144920|0,00
415817|144920|0,00
415818|146243|0,00
415819|144920|0,00
415820|144912|0,00
415822|144629|0,00
415823|147379|1,51
415824|144629|0,00
415825|144920|0,00
415826|145100|3,86
415827|146203|66,61
415829|144920|0,00
415830|144920|0,00
415831|148034|3,75
415832|144853|0,00
415833|148441|2,02
415834|144559|0,00
415835|146511|1,23
415840|146969|1,37
416006|145824|0,00
416007|145596|0,00
416008|145824|0,00
416009|145683|0,00
416010|145572|0,00
416011|145775|0,00
416012|145683|0,00
416013|145824|0,00
416014|145824|0,00
416015|145775|0,00
416016|145824|0,00
416017|145775|0,00
416018|145824|0,00
416019|145824|0,00
416020|145775|0,00
416021|145912|25,14
416022|145596|0,00
416023|145596|0,00
416024|145824|0,00
416025|145824|0,00
416026|145824|0,00
416027|145824|0,00
416028|145775|0,00
416029|145683|0,00
416030|145824|0,00
416031|145775|0,00
416032|145824|0,00
416033|145824|0,00
416034|145824|0,00
416035|145824|0,00
416036|145824|0,00
416037|145350|0,00
416038|145631|0,00
416039|145824|0,00
416040|145824|0,00
416041|145824|0,00
416042|145631|0,00
416043|145775|0,00
416044|145503|0,00
416045|145824|0,00
416046|145775|0,00
416047|145824|0,00
416048|145824|0,00
416049|145824|0,00
416050|145824|0,00
416051|147496|1,26
416052|145824|0,00
416053|145443|0,00
416054|145824|0,00
416055|147652|93,98
416056|145391|0,00
416057|145824|0,00
416058|145824|0,00
416059|145824|0,00
416060|145775|0,00
416061|145824|0,00
416062|145824|0,00
416063|145824|0,00
416064|145683|0,00
416065|145723|0,00
416066|145775|0,00
416067|145824|0,00
416068|145775|0,00
416069|145824|0,00
416070|145824|0,00
416071|145824|0,00
416072|145775|0,00
416073|145824|0,00
416074|145824|0,00
416075|145723|0,00
416076|145824|0,00
416077|145824|0,00
416078|145443|0,00
416079|145824|0,00
416080|145683|0,00
416081|145824|0,00
416082|147496|1,26
416083|145572|0,00
416084|145824|0,00
416085|145824|0,00
416086|145723|0,00
416087|145723|0,00
416088|145824|0,00
416089|145775|0,00
416090|145683|0,00
416091|145823|0,00
416092|145443|0,00
416093|145824|0,00
416094|145824|0,00
416095|145824|0,00
416096|145391|0,00
416097|145824|0,00
416098|145824|0,00
416099|145824|0,00
416100|145824|0,00
416101|145775|0,00
416102|145824|0,00
416103|145824|0,00
416104|145824|0,00
416105|145683|0,00
416106|145683|0,00
416107|145775|0,00
416108|145723|0,00
416109|145824|0,00
416110|145775|0,00
416111|145824|0,00
416112|145824|0,00
416113|145824|0,00
416114|145824|0,00
416115|145824|0,00
416116|147091|3,39
416117|145824|0,00
416118|145723|0,00
416119|145723|0,00
416120|145824|0,00
416121|145824|0,00
416122|145824|0,00
416123|145824|0,00
416124|145775|0,00
416125|145824|0,00
416126|145631|0,00
416127|145824|0,00
416128|145596|0,00
416129|145824|0,00
416130|145824|0,00
416131|145824|0,00
416132|145824|0,00
416133|145824|0,00
416134|145824|0,00
416135|145631|0,00
416136|145775|0,00
416137|145631|0,00
416138|145824|0,00
416139|145824|0,00
416140|145824|0,00
416141|145775|0,00
416142|145824|0,00
416143|145824|0,00
416144|145775|0,00
416145|145824|0,00
416146|145824|0,00
416147|145824|0,00
416148|145824|0,00
416149|145723|0,00
416150|145824|0,00
416151|147698|0,00
416152|145443|0,00
416153|145723|0,00
416154|145775|0,00
416155|145503|0,00
416156|145723|0,00
416157|145775|0,00
416158|145824|0,00
416159|145596|0,00
416160|145723|0,00
416161|145867|91,43
416162|145683|0,00
416163|145350|0,00
416164|145824|0,00
416165|145912|0,73
416166|145824|0,00
416167|148696|3,21
416168|145775|0,00
416169|145572|0,00
416170|145824|0,00
416171|145775|0,00
416172|145824|0,00
416173|145775|0,00
416174|145775|0,00
416175|145824|0,00
416176|145824|0,00
416177|145824|0,00
416178|145631|0,00
416179|145824|0,00
416180|145775|0,00
416181|145775|0,00
416182|145775|0,00
416183|145867|43,22
416184|146028|0,11
416185|145824|0,00
416186|145824|0,00
416187|145824|0,00
416188|145775|0,00
416189|145572|0,00
416190|145824|0,00
416191|145824|0,00
416192|145824|0,00
416193|145824|0,00
416194|145824|0,00
416196|145867|4,34
416197|145824|0,00
416198|145824|0,00
416199|145775|0,00
416200|145824|0,00
416201|146138|0,82
416202|145824|0,00
416203|145824|0,00
416204|145824|0,00
416205|145775|0,00
416206|145391|0,00
416207|145824|0,00
416208|146245|37,46
416209|145824|0,00
416210|145824|0,00
416211|145723|0,00
416212|145443|0,00
416213|145824|0,00
416214|145350|0,00
416215|145824|0,00
416216|145723|0,00
416217|145824|0,00
416218|145824|0,00
416219|145775|0,00
416220|145824|0,00
416221|145824|0,00
416222|147354|0,23
416223|145824|0,00
416224|145824|0,00
416225|145572|0,00
416226|145824|0,00
416227|145824|0,00
416228|145824|0,00
416229|145775|0,00
416230|145824|0,00
416231|145723|0,00
416232|145824|0,00
416233|145775|0,00
416234|145824|0,00
416235|145824|0,00
416236|145775|0,00
416237|145824|0,00
416238|145824|0,00
416239|151862|0,00
416240|145824|0,00
416241|145824|0,00
416242|145824|0,00
416243|145723|0,00
416244|145723|0,00
416245|145775|0,00
416246|145723|0,00
416247|145775|0,00
416248|145824|0,00
416249|145824|0,00
416250|146748|0,11
416251|145775|0,00
416252|145775|0,00
416253|146695|1,00
416254|145631|0,00
416255|145775|0,00
416256|145596|0,00
416257|145824|0,00
416258|145824|0,00
416259|145350|0,00
416260|145350|0,00
416261|145350|0,00
416262|145350|0,00
416263|145824|0,00
416264|145631|0,00
416265|145723|0,00
416266|145572|0,00
416267|145824|0,00
416268|145824|0,00
416269|145775|0,00
416270|145824|0,00
416271|145775|0,00
416272|145824|0,00
416273|145824|0,00
416274|145443|0,00
416275|145775|0,00
416276|145443|0,00
416277|145723|0,00
416278|145824|0,00
416279|145824|0,00
416280|146074|19,63
416281|145824|0,00
416282|145824|0,00
416283|145824|0,00
416284|145824|0,00
416285|145824|0,00
416286|145824|0,00
416287|145631|0,00
416288|145824|0,00
416289|145824|0,00
416290|145631|0,00
416291|145824|0,00
416292|145775|0,00
416293|145824|0,00
416294|145572|0,00
416295|145824|0,00
416296|145775|0,00
416297|145824|0,00
416298|145775|0,00
416299|145824|0,00
416300|145775|0,00
416301|145912|1,47
416302|145824|0,00
416303|147861|2,76
416304|145824|0,00
416305|145824|0,00
416306|145596|0,00
416307|145824|0,00
416308|145824|0,00
416309|145391|0,00
416310|145683|0,00
416311|145824|0,00
416313|145824|0,00
416314|145683|0,00
416315|145824|0,00
416316|145824|0,00
416317|145824|0,00
416318|145683|0,00
416319|145824|0,00
416320|145683|0,00
416321|145824|0,00
416322|145824|0,00
416323|145775|0,00
416324|145631|0,00
416325|145683|0,00
416326|145723|0,00
416327|145824|0,00
416328|145350|0,00
416329|145350|0,00
416330|145391|0,00
416331|145824|0,00
416332|145824|0,00
416333|145824|0,00
416334|145631|0,00
416335|145824|0,00
416336|145824|0,00
416337|145824|0,00
416338|145824|0,00
416339|145824|0,00
416340|145775|0,00
416341|145775|0,00
416342|146766|6,25
416343|145775|0,00
416344|145824|0,00
416345|145824|0,00
416346|145824|0,00
416347|145572|0,00
416348|145824|0,00
416349|145824|0,00
416350|145824|0,00
416351|145824|0,00
416352|145723|0,00
416353|145723|0,00
416354|145631|0,00
416355|145723|0,00
416356|145824|0,00
416357|145596|0,00
416358|145775|0,00
416359|145775|0,00
416360|145775|0,00
416361|145683|0,00
416362|145683|0,00
416363|145631|0,00
416364|145723|0,00
416365|145775|0,00
416366|145775|0,00
416367|145572|0,00
416368|145683|0,00
416369|145631|0,00
416370|145775|0,00
416371|145958|4,57
416372|145503|0,00
416373|145683|0,00
416374|145867|0,72
416375|145683|0,00
416376|145723|0,00
416377|145631|0,00
416378|145572|0,00
416379|145824|0,00
416380|145683|0,00
416381|145683|0,00
416382|145824|0,00
416383|145723|0,00
416384|145824|0,00
416385|145775|0,00
416387|145824|0,00
416388|150634|0,00
416389|145631|0,00
416390|145391|0,00
416391|145572|0,00
416392|145958|15,76
416393|145824|0,00
416394|145723|0,00
416395|145443|0,00
416396|145775|0,00
416397|145824|0,00
416398|145824|0,00
416399|145775|0,00
416400|145824|0,00
416402|145824|0,00
416403|145824|0,00
416404|145824|0,00
416405|145824|0,00
416406|145775|0,00
416407|145631|0,00
416408|145596|0,00
416409|145775|0,00
416410|145824|0,00
416411|146766|3,12
416412|145824|0,00
416413|145824|0,00
416414|145631|0,00
416416|145824|0,00
416417|145775|0,00
416418|145824|0,00
416419|145824|0,00
416420|145824|0,00
416421|145824|0,00
416422|145824|0,00
416423|145824|0,00
416425|145824|0,00
416426|145775|0,00
416427|145824|0,00
416428|145824|0,00
416429|145824|0,00
416430|145824|0,00
416431|145824|0,00
416432|150578|16,63
416434|145824|0,00
416435|145824|0,00
416436|145596|0,00
416437|145824|0,00
416438|145824|0,00
416439|145824|0,00
416440|145775|0,00
416441|145824|0,00
416442|145350|0,00
416443|145824|0,00
416444|145775|0,00
416445|145824|0,00
416446|145391|0,00
416447|145824|0,00
416448|145824|0,00
416449|145824|0,00
416450|145824|0,00
416451|145824|0,00
416452|145824|0,00
416453|145824|0,00
416454|145683|0,00
416456|147740|2,66
416457|145824|0,00
416458|145824|0,00
416459|145824|0,00
416460|145824|0,00
416461|145824|0,00
416462|145824|0,00
416463|145775|0,00
416465|145723|0,00
416466|145824|0,00
416467|145775|0,00
416468|145824|0,00
416469|145824|0,00
416470|145824|0,00
416471|145824|0,00
416474|145572|0,00
416475|145824|0,00
416476|145824|0,00
416477|145775|0,00
416478|145443|0,00
416479|145824|0,00
416480|145824|0,00
416481|145350|0,00
416482|145683|0,00
416483|145824|0,00
416484|145631|0,00
416485|145824|0,00
416486|145824|0,00
416487|145775|0,00
416488|145775|0,00
416489|145824|0,00
416490|145824|0,00
416491|145824|0,00
416492|145775|0,00
416493|145775|0,00
416494|145824|0,00
416495|145350|0,00
416497|145824|0,00
416498|145723|0,00
416499|145824|0,00
416500|145824|0,00
416501|145775|0,00
416502|145683|0,00
416503|147025|0,00
416504|145824|0,00
416505|145824|0,00
416506|145824|0,00
416507|145824|0,00
416508|146028|984,87
416509|145824|0,00
416510|145503|0,00
416511|145824|0,00
416512|145824|0,00
416513|145391|0,00
416514|145775|0,00
416515|145683|0,00
416516|145824|0,00
416517|145824|0,00
416518|145775|0,00
416519|145824|0,00
416521|145775|0,00
416522|145824|0,00
416523|145350|0,00
416524|145723|0,00
416525|145824|0,00
416526|145824|0,00
416527|145683|0,00
416528|145824|0,00
416529|145824|0,00
416530|146813|3,15
416531|145683|0,00
416532|145775|0,00
416533|145723|0,00
416534|145824|0,00
416535|145683|0,00
416536|145824|0,00
416537|145391|0,00
416539|145631|0,00
416540|145723|0,00
416541|145723|0,00
416542|145631|0,00
416543|145683|0,00
416544|145824|0,00
416545|145775|0,00
416546|145824|0,00
416547|145824|0,00
416548|145867|0,72
416549|145824|0,00
416550|145824|0,00
416551|145824|0,00
416552|145775|0,00
416553|145683|0,00
416554|145775|0,00
416555|145775|0,00
416556|145775|0,00
416557|145683|0,00
416558|145775|0,00
416559|145824|0,00
416560|145683|0,00
416561|145775|0,00
416562|145824|0,00
416563|145824|0,00
416564|145775|0,00
416565|145723|0,00
416566|145824|0,00
416567|145824|0,00
416568|145824|0,00
416569|145503|0,00
416570|145572|0,00
416571|145824|0,00
416572|145723|0,00
416573|145775|0,00
416574|145824|0,00
416575|146074|1,56
416576|145824|0,00
416577|145683|0,00
416578|145824|0,00
416579|145824|0,00
416580|145824|0,00
416581|145775|0,00
416582|145775|0,00
416583|145775|0,00
416584|145723|0,00
416585|145824|0,00
416586|145503|0,00
416587|145775|0,00
416588|145824|0,00
416589|145824|0,00
416590|145824|0,00
416591|145824|0,00
416592|145867|12,29
416593|145775|0,00
416594|145824|0,00
416595|145391|0,00
416596|147446|29,34
416597|145723|0,00
416598|145824|0,00
416599|145723|0,00
416600|145723|0,00
416601|145775|0,00
416602|145350|0,00
416603|146203|0,83
416604|145824|0,00
416606|145775|0,00
416607|145350|0,00
416609|145824|0,00
416610|145824|0,00
416611|145391|0,00
416612|145824|0,00
416613|145824|0,00
416614|145824|0,00
416615|145775|0,00
416616|145824|0,00
