Vendedor;Produto;Estado;Mês;Cliente;Valor;Quantidade;Total
Katia;Rodas aro 20";CE;Setembro;Pessoa Jurídica;2479;101;250379
Vanessa;Rodas aro 21";SP;Julho;Pessoa Física;3200;100;320000
Renata;Rodas aro 22";PB;Junho;Pessoa Física;3921;98;384258
Caio;Rodas aro 13";AM;Maio;Pessoa Física;780;97;75660
Priscila;Rodas aro 14";AM;Maio;Pessoa Jurídica;980;96;94080
Mirian;Rodas aro 15";CE;Setembro;Pessoa Jurídica;1020;96;97920
Murilo;Rodas aro 16";CE;Maio;Pessoa Jurídica;1340;96;128640
Roberto;Rodas aro 17";PB;Dezembro;Pessoa Física;1870;95;177650
Myslaine;Rodas aro 18";AC;Junho;Pessoa Jurídica;1910;94;179540
Katia;Rodas aro 19";CE;Agosto;Pessoa Física;2240;94;210560
Vanessa;Rodas aro 20";MS;Março;Pessoa Física;2479;92;228068
Renata;Rodas aro 21";PE;Setembro;Pessoa Física;3200;91;291200
Caio;Rodas aro 22";SE;Julho;Pessoa Jurídica;3921;86;337206
Priscila;Rodas aro 13";SC;Março;Pessoa Jurídica;780;86;67080
Mirian;Rodas aro 14";PR;Agosto;Pessoa Jurídica;980;81;79380
Murilo;Rodas aro 15";RR;Julho;Pessoa Física;1020;80;81600
Roberto;Rodas aro 16";SP;Fevereiro;Pessoa Jurídica;1340;78;104520
Myslaine;Rodas aro 17";SE;Setembro;Pessoa Física;1870;77;143990
Katia;Rodas aro 18";RS;Julho;Pessoa Física;1910;75;143250
Vanessa;Rodas aro 19";RN;Outubro;Pessoa Física;2240;75;168000
Renata;Rodas aro 20";AL;Outubro;Pessoa Jurídica;2479;75;185925
Caio;Rodas aro 21";RS;Dezembro;Pessoa Jurídica;3200;73;233600
Priscila;Rodas aro 22";BA;Agosto;Pessoa Jurídica;3921;72;282312
Mirian;Rodas aro 13";MT;Outubro;Pessoa Física;780;71;55380
Murilo;Rodas aro 14";RR;Março;Pessoa Jurídica;980;71;69580
Roberto;Rodas aro 15";MG;Abril;Pessoa Física;1020;65;66300
Myslaine;Rodas aro 16";PI;Outubro;Pessoa Física;1340;61;81740
Katia;Rodas aro 17";SE;Abril;Pessoa Física;1870;61;114070
Vanessa;Rodas aro 18";SC;Setembro;Pessoa Jurídica;1910;60;114600
Renata;Rodas aro 19";RR;Janeiro;Pessoa Jurídica;2240;60;134400
Caio;Rodas aro 20";RS;Março;Pessoa Jurídica;2479;59;146261
Priscila;Rodas aro 21";SC;Maio;Pessoa Física;3200;58;185600
Mirian;Rodas aro 22";CE;Dezembro;Pessoa Jurídica;3921;56;219576
Murilo;Rodas aro 13";PR;Julho;Pessoa Física;780;55;42900
Roberto;Rodas aro 14";PE;Novembro;Pessoa Física;980;54;52920
Myslaine;Rodas aro 15";PB;Dezembro;Pessoa Física;1020;53;54060
Katia;Rodas aro 16";RO;Agosto;Pessoa Jurídica;1340;52;69680
Vanessa;Rodas aro 17";RO;Setembro;Pessoa Jurídica;1870;50;93500
Renata;Rodas aro 18";RJ;Abril;Pessoa Jurídica;1910;49;93590
Caio;Rodas aro 19";RS;Agosto;Pessoa Física;2240;49;109760
Priscila;Rodas aro 20";RO;Agosto;Pessoa Jurídica;2479;46;114034
Mirian;Rodas aro 21";SC;Junho;Pessoa Física;3200;46;147200
Murilo;Rodas aro 22";SE;Agosto;Pessoa Física;3921;46;180366
Roberto;Rodas aro 13";SC;Novembro;Pessoa Física;780;45;35100
Myslaine;Rodas aro 14";MT;Outubro;Pessoa Jurídica;980;43;42140
Katia;Rodas aro 15";DF;Novembro;Pessoa Jurídica;1020;42;42840
Vanessa;Rodas aro 16";SC;Janeiro;Pessoa Jurídica;1340;41;54940
Renata;Rodas aro 17";GO;Outubro;Pessoa Física;1870;40;74800
Caio;Rodas aro 18";PR;Dezembro;Pessoa Jurídica;1910;40;76400
Priscila;Rodas aro 19";RN;Março;Pessoa Física;2240;40;89600
Mirian;Rodas aro 20";PB;Agosto;Pessoa Física;2479;39;96681
Murilo;Rodas aro 21";AM;Junho;Pessoa Física;3200;39;124800
Roberto;Rodas aro 22";AP;Outubro;Pessoa Jurídica;3921;38;148998
Myslaine;Rodas aro 13";DF;Junho;Pessoa Jurídica;780;37;28860
Katia;Rodas aro 14";MT;Junho;Pessoa Jurídica;980;37;36260
Vanessa;Rodas aro 15";AP;Setembro;Pessoa Física;1020;35;35700
Renata;Rodas aro 16";AL;Novembro;Pessoa Jurídica;1340;34;45560
Caio;Rodas aro 17";PI;Outubro;Pessoa Física;1870;32;59840
Priscila;Rodas aro 18";RR;Maio;Pessoa Física;1910;30;57300
Mirian;Rodas aro 19";SP;Novembro;Pessoa Física;2240;25;56000
Murilo;Rodas aro 20";DF;Fevereiro;Pessoa Jurídica;2479;24;59496
Roberto;Rodas aro 21";AL;Novembro;Pessoa Jurídica;3200;23;73600
Myslaine;Rodas aro 22";PB;Janeiro;Pessoa Jurídica;3921;23;90183
Katia;Rodas aro 13";SE;Outubro;Pessoa Física;780;23;17940
Vanessa;Rodas aro 14";SP;Agosto;Pessoa Jurídica;980;22;21560
Renata;Rodas aro 15";AP;Abril;Pessoa Física;1020;21;21420
Caio;Rodas aro 16";MT;Abril;Pessoa Física;1340;20;26800
Priscila;Rodas aro 17";DF;Junho;Pessoa Física;1870;20;37400
Mirian;Rodas aro 18";SC;Julho;Pessoa Jurídica;1910;19;36290
Murilo;Rodas aro 19";PE;Março;Pessoa Jurídica;2240;18;40320
Roberto;Rodas aro 20";RS;Setembro;Pessoa Jurídica;2479;17;42143
Myslaine;Rodas aro 21";RJ;Julho;Pessoa Física;3200;16;51200
Katia;Rodas aro 22";AL;Fevereiro;Pessoa Jurídica;3921;16;62736
Vanessa;Rodas aro 13";PA;Setembro;Pessoa Física;780;16;12480
Renata;Rodas aro 14";SC;Setembro;Pessoa Física;980;16;15680
Caio;Rodas aro 15";SP;Junho;Pessoa Física;1020;15;15300
Priscila;Rodas aro 16";AL;Outubro;Pessoa Jurídica;1340;15;20100
Mirian;Rodas aro 17";PA;Março;Pessoa Jurídica;1870;15;28050
Murilo;Rodas aro 18";PB;Junho;Pessoa Jurídica;1910;12;22920
Roberto;Rodas aro 19";GO;Novembro;Pessoa Física;2240;11;24640
Myslaine;Rodas aro 20";MS;Julho;Pessoa Jurídica;2479;10;24790
Katia;Rodas aro 21";RJ;Setembro;Pessoa Física;3200;10;32000
Vanessa;Rodas aro 22";SC;Fevereiro;Pessoa Física;3921;9;35289
Renata;Rodas aro 13";PB;Fevereiro;Pessoa Física;780;9;7020
Caio;Rodas aro 14";PE;Março;Pessoa Jurídica;980;7;6860
Priscila;Rodas aro 15";ES;Agosto;Pessoa Jurídica;1020;6;6120
Mirian;Rodas aro 16";RO;Julho;Pessoa Jurídica;1340;4;5360
Murilo;Rodas aro 17";DF;Agosto;Pessoa Física;1870;4;7480
Roberto;Rodas aro 18";RN;Dezembro;Pessoa Jurídica;1910;110;210100
Myslaine;Rodas aro 19";MT;Março;Pessoa Física;2240;110;246400
Katia;Rodas aro 20";RO;Setembro;Pessoa Física;2479;109;270211
Vanessa;Rodas aro 21";PB;Setembro;Pessoa Física;3200;108;345600
Renata;Rodas aro 22";MS;Setembro;Pessoa Jurídica;3921;108;423468
Caio;Rodas aro 13";DF;Setembro;Pessoa Jurídica;780;108;84240
Priscila;Rodas aro 14";RJ;Junho;Pessoa Jurídica;980;103;100940
Mirian;Rodas aro 15";PA;Maio;Pessoa Física;1020;103;105060
Murilo;Rodas aro 16";MA;Agosto;Pessoa Jurídica;1340;101;135340
Roberto;Rodas aro 17";SP;Julho;Pessoa Física;1870;101;188870
Myslaine;Rodas aro 18";AC;Fevereiro;Pessoa Física;1910;101;192910
Katia;Rodas aro 19";BA;Junho;Pessoa Física;2240;100;224000
Vanessa;Rodas aro 20";PI;Abril;Pessoa Jurídica;2479;99;245421
Renata;Rodas aro 21";SE;Julho;Pessoa Jurídica;3200;99;316800
Caio;Rodas aro 22";AL;Novembro;Pessoa Jurídica;3921;99;388179
Priscila;Rodas aro 13";PE;Janeiro;Pessoa Física;780;98;76440
Mirian;Rodas aro 14";RJ;Novembro;Pessoa Jurídica;980;98;96040
Murilo;Rodas aro 15";RJ;Janeiro;Pessoa Física;1020;97;98940
Roberto;Rodas aro 16";SC;Novembro;Pessoa Física;1340;97;129980
Myslaine;Rodas aro 17";ES;Julho;Pessoa Física;1870;96;179520
Katia;Rodas aro 18";MT;Setembro;Pessoa Jurídica;1910;96;183360
Vanessa;Rodas aro 19";RO;Maio;Pessoa Jurídica;2240;95;212800
Renata;Rodas aro 20";MA;Abril;Pessoa Jurídica;2479;95;235505
Caio;Rodas aro 21";RS;Setembro;Pessoa Física;3200;95;304000
Priscila;Rodas aro 22";PB;Setembro;Pessoa Jurídica;3921;94;368574
Mirian;Rodas aro 13";PA;Setembro;Pessoa Física;780;93;72540
Murilo;Rodas aro 14";SE;Setembro;Pessoa Física;980;93;91140
Roberto;Rodas aro 15";RN;Setembro;Pessoa Física;1020;93;94860
Myslaine;Rodas aro 16";PI;Março;Pessoa Jurídica;1340;92;123280
Katia;Rodas aro 17";BA;Setembro;Pessoa Jurídica;1870;91;170170
Vanessa;Rodas aro 18";DF;Julho;Pessoa Jurídica;1910;90;171900
Renata;Rodas aro 19";PI;Maio;Pessoa Física;2240;90;201600
Caio;Rodas aro 20";BA;Junho;Pessoa Jurídica;2479;89;220631
Priscila;Rodas aro 21";PI;Janeiro;Pessoa Física;3200;88;281600
Mirian;Rodas aro 22";MA;Julho;Pessoa Física;3921;87;341127
Murilo;Rodas aro 13";MA;Novembro;Pessoa Física;780;87;67860
Roberto;Rodas aro 14";DF;Março;Pessoa Jurídica;980;87;85260
Myslaine;Rodas aro 15";AP;Janeiro;Pessoa Jurídica;1020;85;86700
Katia;Rodas aro 16";RN;Junho;Pessoa Jurídica;1340;83;111220
Vanessa;Rodas aro 17";MA;Julho;Pessoa Física;1870;80;149600
Renata;Rodas aro 18";MT;Maio;Pessoa Jurídica;1910;78;148980
Caio;Rodas aro 19";DF;Dezembro;Pessoa Física;2240;77;172480
Priscila;Rodas aro 20";ES;Fevereiro;Pessoa Física;2479;75;185925
Mirian;Rodas aro 21";AP;Janeiro;Pessoa Física;3200;73;233600
Murilo;Rodas aro 22";RJ;Fevereiro;Pessoa Jurídica;3921;72;282312
Roberto;Rodas aro 13";SP;Outubro;Pessoa Jurídica;780;72;56160
Myslaine;Rodas aro 14";CE;Julho;Pessoa Jurídica;980;70;68600
Katia;Rodas aro 15";DF;Dezembro;Pessoa Física;1020;69;70380
Vanessa;Rodas aro 16";MA;Julho;Pessoa Jurídica;1340;69;92460
Renata;Rodas aro 17";SC;Setembro;Pessoa Física;1870;68;127160
Caio;Rodas aro 18";SP;Abril;Pessoa Física;1910;68;129880
Priscila;Rodas aro 19";TO;Março;Pessoa Física;2240;67;150080
Mirian;Rodas aro 20";RN;Janeiro;Pessoa Jurídica;2479;67;166093
Murilo;Rodas aro 21";RR;Agosto;Pessoa Jurídica;3200;67;214400
Roberto;Rodas aro 22";MA;Janeiro;Pessoa Jurídica;3921;67;262707
Myslaine;Rodas aro 13";DF;Maio;Pessoa Física;780;65;50700
Katia;Rodas aro 14";RJ;Dezembro;Pessoa Jurídica;980;64;62720
Vanessa;Rodas aro 15";RJ;Maio;Pessoa Física;1020;61;62220
Renata;Rodas aro 16";AM;Janeiro;Pessoa Física;1340;59;79060
Caio;Rodas aro 17";GO;Julho;Pessoa Física;1870;57;106590
Priscila;Rodas aro 18";BA;Junho;Pessoa Jurídica;1910;56;106960
Mirian;Rodas aro 19";CE;Junho;Pessoa Jurídica;2240;55;123200
Murilo;Rodas aro 20";AP;Janeiro;Pessoa Jurídica;2479;53;131387
Roberto;Rodas aro 21";MG;Outubro;Pessoa Física;3200;52;166400
Myslaine;Rodas aro 22";RS;Março;Pessoa Jurídica;3921;51;199971
Katia;Rodas aro 13";PI;Julho;Pessoa Física;780;48;37440
Vanessa;Rodas aro 14";SC;Março;Pessoa Física;980;45;44100
Renata;Rodas aro 15";GO;Setembro;Pessoa Física;1020;44;44880
Caio;Rodas aro 16";RS;Julho;Pessoa Jurídica;1340;44;58960
Priscila;Rodas aro 17";SP;Maio;Pessoa Jurídica;1870;43;80410
Mirian;Rodas aro 18";ES;Dezembro;Pessoa Jurídica;1910;43;82130
Murilo;Rodas aro 19";SE;Fevereiro;Pessoa Física;2240;39;87360
Roberto;Rodas aro 20";CE;Junho;Pessoa Jurídica;2479;38;94202
Myslaine;Rodas aro 21";BA;Dezembro;Pessoa Física;3200;35;112000
Katia;Rodas aro 22";TO;Fevereiro;Pessoa Física;3921;35;137235
Vanessa;Rodas aro 13";PI;Agosto;Pessoa Física;780;35;27300
Renata;Rodas aro 14";AM;Setembro;Pessoa Jurídica;980;34;33320
Caio;Rodas aro 15";DF;Novembro;Pessoa Jurídica;1020;31;31620
Priscila;Rodas aro 16";RS;Fevereiro;Pessoa Jurídica;1340;28;37520
Mirian;Rodas aro 17";RN;Janeiro;Pessoa Física;1870;28;52360
Murilo;Rodas aro 18";MT;Abril;Pessoa Jurídica;1910;27;51570
Roberto;Rodas aro 19";MT;Setembro;Pessoa Física;2240;26;58240
Myslaine;Rodas aro 20";AC;Dezembro;Pessoa Física;2479;26;64454
Katia;Rodas aro 21";MS;Maio;Pessoa Física;3200;25;80000
Vanessa;Rodas aro 22";AL;Fevereiro;Pessoa Jurídica;3921;25;98025
Renata;Rodas aro 13";PI;Novembro;Pessoa Jurídica;780;24;18720
Caio;Rodas aro 14";SP;Fevereiro;Pessoa Jurídica;980;23;22540
Priscila;Rodas aro 15";PE;Dezembro;Pessoa Física;1020;21;21420
Mirian;Rodas aro 16";SC;Agosto;Pessoa Jurídica;1340;19;25460
Murilo;Rodas aro 17";PI;Junho;Pessoa Física;1870;18;33660
Roberto;Rodas aro 18";ES;Julho;Pessoa Física;1910;12;22920
Myslaine;Rodas aro 19";MG;Fevereiro;Pessoa Física;2240;9;20160
Katia;Rodas aro 20";SC;Janeiro;Pessoa Jurídica;2479;8;19832
Vanessa;Rodas aro 21";MT;Junho;Pessoa Jurídica;3200;8;25600
Renata;Rodas aro 22";MA;Outubro;Pessoa Jurídica;3921;7;27447
Caio;Rodas aro 13";AC;Março;Pessoa Física;780;4;3120
Priscila;Rodas aro 14";MS;Dezembro;Pessoa Jurídica;980;4;3920
Mirian;Rodas aro 15";MG;Fevereiro;Pessoa Física;1020;110;112200
Murilo;Rodas aro 16";AM;Outubro;Pessoa Física;1340;110;147400
Roberto;Rodas aro 17";RN;Julho;Pessoa Física;1870;109;203830
Myslaine;Rodas aro 18";DF;Junho;Pessoa Jurídica;1910;109;208190
Katia;Rodas aro 19";AC;Março;Pessoa Jurídica;2240;109;244160
Vanessa;Rodas aro 20";PI;Abril;Pessoa Jurídica;2479;109;270211
Renata;Rodas aro 21";PI;Agosto;Pessoa Física;3200;107;342400
Caio;Rodas aro 22";RR;Junho;Pessoa Jurídica;3921;106;415626
Priscila;Rodas aro 13";SP;Abril;Pessoa Física;780;106;82680
Mirian;Rodas aro 14";CE;Julho;Pessoa Física;980;105;102900
Murilo;Rodas aro 15";TO;Março;Pessoa Física;1020;103;105060
Roberto;Rodas aro 16";RO;Fevereiro;Pessoa Jurídica;1340;103;138020
Myslaine;Rodas aro 17";MT;Agosto;Pessoa Jurídica;1870;101;188870
Katia;Rodas aro 18";AM;Agosto;Pessoa Jurídica;1910;100;191000
Vanessa;Rodas aro 19";AP;Agosto;Pessoa Física;2240;99;221760
Renata;Rodas aro 20";GO;Abril;Pessoa Jurídica;2479;97;240463
Caio;Rodas aro 21";MA;Março;Pessoa Física;3200;96;307200
Priscila;Rodas aro 22";BA;Janeiro;Pessoa Física;3921;95;372495
Mirian;Rodas aro 13";GO;Maio;Pessoa Física;780;94;73320
Murilo;Rodas aro 14";BA;Novembro;Pessoa Jurídica;980;93;91140
Roberto;Rodas aro 15";RN;Julho;Pessoa Jurídica;1020;92;93840
Myslaine;Rodas aro 16";CE;Outubro;Pessoa Jurídica;1340;91;121940
Katia;Rodas aro 17";AL;Abril;Pessoa Física;1870;89;166430
Vanessa;Rodas aro 18";SP;Maio;Pessoa Jurídica;1910;86;164260
Renata;Rodas aro 19";RJ;Fevereiro;Pessoa Física;2240;83;185920
Caio;Rodas aro 20";PE;Novembro;Pessoa Física;2479;77;190883
Priscila;Rodas aro 21";MS;Junho;Pessoa Física;3200;77;246400
Mirian;Rodas aro 22";ES;Julho;Pessoa Jurídica;3921;75;294075
Murilo;Rodas aro 13";RR;Outubro;Pessoa Jurídica;780;75;58500
Roberto;Rodas aro 14";ES;Março;Pessoa Jurídica;980;74;72520
Myslaine;Rodas aro 15";SE;Abril;Pessoa Física;1020;74;75480
Katia;Rodas aro 16";DF;Novembro;Pessoa Jurídica;1340;72;96480
Vanessa;Rodas aro 17";RR;Janeiro;Pessoa Física;1870;71;132770
Renata;Rodas aro 18";ES;Outubro;Pessoa Física;1910;70;133700
Caio;Rodas aro 19";SP;Maio;Pessoa Física;2240;70;156800
Priscila;Rodas aro 20";MT;Dezembro;Pessoa Jurídica;2479;70;173530
Mirian;Rodas aro 21";MS;Dezembro;Pessoa Jurídica;3200;69;220800
Murilo;Rodas aro 22";ES;Janeiro;Pessoa Jurídica;3921;67;262707
Roberto;Rodas aro 13";SE;Agosto;Pessoa Física;780;65;50700
Myslaine;Rodas aro 14";PA;Março;Pessoa Jurídica;980;63;61740
Katia;Rodas aro 15";RO;Novembro;Pessoa Física;1020;62;63240
Vanessa;Rodas aro 16";DF;Outubro;Pessoa Física;1340;59;79060
Renata;Rodas aro 17";SC;Maio;Pessoa Física;1870;57;106590
Caio;Rodas aro 18";MG;Maio;Pessoa Jurídica;1910;56;106960
Priscila;Rodas aro 19";MT;Junho;Pessoa Jurídica;2240;55;123200
Mirian;Rodas aro 20";SP;Fevereiro;Pessoa Jurídica;2479;54;133866
Murilo;Rodas aro 21";PB;Outubro;Pessoa Física;3200;53;169600
Roberto;Rodas aro 22";TO;Dezembro;Pessoa Jurídica;3921;53;207813
Myslaine;Rodas aro 13";GO;Junho;Pessoa Física;780;52;40560
Katia;Rodas aro 14";CE;Abril;Pessoa Física;980;52;50960
Vanessa;Rodas aro 15";TO;Março;Pessoa Física;1020;50;51000
Renata;Rodas aro 16";AC;Janeiro;Pessoa Jurídica;1340;48;64320
Caio;Rodas aro 17";MT;Outubro;Pessoa Jurídica;1870;47;87890
Priscila;Rodas aro 18";AP;Janeiro;Pessoa Jurídica;1910;47;89770
Mirian;Rodas aro 19";DF;Novembro;Pessoa Física;2240;45;100800
Murilo;Rodas aro 20";AC;Dezembro;Pessoa Jurídica;2479;43;106597
Roberto;Rodas aro 21";PE;Maio;Pessoa Física;3200;42;134400
Myslaine;Rodas aro 22";RO;Julho;Pessoa Física;3921;41;160761
Katia;Rodas aro 13";BA;Novembro;Pessoa Física;780;41;31980
Vanessa;Rodas aro 14";ES;Junho;Pessoa Jurídica;980;40;39200
Renata;Rodas aro 15";ES;Abril;Pessoa Jurídica;1020;40;40800
Caio;Rodas aro 16";DF;Setembro;Pessoa Jurídica;1340;40;53600
Priscila;Rodas aro 17";BA;Agosto;Pessoa Física;1870;40;74800
Mirian;Rodas aro 18";RN;Dezembro;Pessoa Jurídica;1910;39;74490
Murilo;Rodas aro 19";SC;Dezembro;Pessoa Física;2240;39;87360
Roberto;Rodas aro 20";PA;Setembro;Pessoa Física;2479;37;91723
Myslaine;Rodas aro 21";MG;Fevereiro;Pessoa Física;3200;37;118400
Katia;Rodas aro 22";SE;Dezembro;Pessoa Jurídica;3921;33;129393
Vanessa;Rodas aro 13";CE;Novembro;Pessoa Jurídica;780;31;24180
Renata;Rodas aro 14";AC;Abril;Pessoa Jurídica;980;31;30380
Caio;Rodas aro 15";SE;Agosto;Pessoa Física;1020;28;28560
Priscila;Rodas aro 16";RO;Novembro;Pessoa Jurídica;1340;28;37520
Mirian;Rodas aro 17";PA;Abril;Pessoa Física;1870;28;52360
Murilo;Rodas aro 18";PA;Abril;Pessoa Física;1910;27;51570
Roberto;Rodas aro 19";PI;Junho;Pessoa Física;2240;27;60480
Myslaine;Rodas aro 20";RO;Março;Pessoa Jurídica;2479;26;64454
Katia;Rodas aro 21";AM;Maio;Pessoa Jurídica;3200;26;83200
Vanessa;Rodas aro 22";RO;Junho;Pessoa Jurídica;3921;24;94104
Renata;Rodas aro 13";PR;Julho;Pessoa Física;780;22;17160
Caio;Rodas aro 14";TO;Outubro;Pessoa Jurídica;980;22;21560
Priscila;Rodas aro 15";MS;Fevereiro;Pessoa Física;1020;21;21420
Mirian;Rodas aro 16";SC;Junho;Pessoa Física;1340;21;28140
Murilo;Rodas aro 17";SE;Fevereiro;Pessoa Física;1870;20;37400
Roberto;Rodas aro 18";PR;Dezembro;Pessoa Jurídica;1910;19;36290
Myslaine;Rodas aro 19";RJ;Dezembro;Pessoa Jurídica;2240;19;42560
Katia;Rodas aro 20";RN;Fevereiro;Pessoa Jurídica;2479;19;47101
Vanessa;Rodas aro 21";TO;Fevereiro;Pessoa Física;3200;18;57600
Renata;Rodas aro 22";AP;Janeiro;Pessoa Jurídica;3921;17;66657
Caio;Rodas aro 13";RJ;Outubro;Pessoa Física;780;15;11700
Priscila;Rodas aro 14";AP;Junho;Pessoa Física;980;14;13720
Mirian;Rodas aro 15";MS;Novembro;Pessoa Física;1020;13;13260
Murilo;Rodas aro 16";SE;Outubro;Pessoa Jurídica;1340;13;17420
Roberto;Rodas aro 17";TO;Fevereiro;Pessoa Jurídica;1870;11;20570
Myslaine;Rodas aro 18";PB;Janeiro;Pessoa Jurídica;1910;9;17190
Katia;Rodas aro 19";ES;Dezembro;Pessoa Física;2240;8;17920
Vanessa;Rodas aro 20";PA;Março;Pessoa Jurídica;2479;3;7437
Renata;Rodas aro 21";PB;Setembro;Pessoa Física;3200;3;9600
Caio;Rodas aro 22";PA;Outubro;Pessoa Física;3921;2;7842
Priscila;Rodas aro 13";PR;Abril;Pessoa Física;780;107;83460
Mirian;Rodas aro 14";MA;Setembro;Pessoa Jurídica;980;107;104860
Murilo;Rodas aro 15";AC;Novembro;Pessoa Jurídica;1020;106;108120
Roberto;Rodas aro 16";SP;Outubro;Pessoa Jurídica;1340;106;142040
Myslaine;Rodas aro 17";RJ;Abril;Pessoa Física;1870;105;196350
Katia;Rodas aro 18";GO;Julho;Pessoa Jurídica;1910;103;196730
Vanessa;Rodas aro 19";RJ;Setembro;Pessoa Física;2240;103;230720
Renata;Rodas aro 20";PB;Agosto;Pessoa Física;2479;102;252858
Caio;Rodas aro 21";SE;Dezembro;Pessoa Física;3200;101;323200
Priscila;Rodas aro 22";AM;Janeiro;Pessoa Jurídica;3921;101;396021
Mirian;Rodas aro 13";PI;Dezembro;Pessoa Jurídica;780;99;77220
Murilo;Rodas aro 14";RJ;Janeiro;Pessoa Jurídica;980;98;96040
Roberto;Rodas aro 15";TO;Janeiro;Pessoa Física;1020;95;96900
Myslaine;Rodas aro 16";RO;Março;Pessoa Jurídica;1340;94;125960
Katia;Rodas aro 17";MG;Agosto;Pessoa Física;1870;93;173910
Vanessa;Rodas aro 18";GO;Abril;Pessoa Física;1910;93;177630
Renata;Rodas aro 19";RJ;Fevereiro;Pessoa Física;2240;92;206080
Caio;Rodas aro 20";RO;Julho;Pessoa Jurídica;2479;91;225589
Priscila;Rodas aro 21";RN;Março;Pessoa Jurídica;3200;91;291200
Mirian;Rodas aro 22";BA;Setembro;Pessoa Jurídica;3921;90;352890
Murilo;Rodas aro 13";RS;Janeiro;Pessoa Física;780;90;70200
Roberto;Rodas aro 14";RJ;Setembro;Pessoa Jurídica;980;89;87220
Myslaine;Rodas aro 15";GO;Outubro;Pessoa Física;1020;89;90780
Katia;Rodas aro 16";RN;Janeiro;Pessoa Física;1340;88;117920
Vanessa;Rodas aro 17";RN;Julho;Pessoa Física;1870;88;164560
Renata;Rodas aro 18";RJ;Janeiro;Pessoa Jurídica;1910;87;166170
Caio;Rodas aro 19";MA;Maio;Pessoa Jurídica;2240;86;192640
Priscila;Rodas aro 20";PE;Novembro;Pessoa Jurídica;2479;86;213194
Mirian;Rodas aro 21";SE;Novembro;Pessoa Física;3200;81;259200
Murilo;Rodas aro 22";SP;Janeiro;Pessoa Jurídica;3921;81;317601
Roberto;Rodas aro 13";DF;Dezembro;Pessoa Física;780;81;63180
Myslaine;Rodas aro 14";PE;Julho;Pessoa Física;980;80;78400
Katia;Rodas aro 15";PE;Fevereiro;Pessoa Física;1020;79;80580
Vanessa;Rodas aro 16";PR;Março;Pessoa Jurídica;1340;78;104520
Renata;Rodas aro 17";RO;Agosto;Pessoa Jurídica;1870;78;145860
Caio;Rodas aro 18";PA;Junho;Pessoa Jurídica;1910;76;145160
Priscila;Rodas aro 19";ES;Março;Pessoa Física;2240;75;168000
Mirian;Rodas aro 20";SE;Setembro;Pessoa Jurídica;2479;75;185925
Murilo;Rodas aro 21";MG;Junho;Pessoa Física;3200;75;240000
Roberto;Rodas aro 22";MG;Novembro;Pessoa Física;3921;74;290154
Myslaine;Rodas aro 13";PR;Agosto;Pessoa Física;780;74;57720
Katia;Rodas aro 14";AP;Junho;Pessoa Jurídica;980;74;72520
Vanessa;Rodas aro 15";AM;Fevereiro;Pessoa Jurídica;1020;72;73440
Renata;Rodas aro 16";PE;Outubro;Pessoa Jurídica;1340;72;96480
Caio;Rodas aro 17";RO;Agosto;Pessoa Física;1870;69;129030
Priscila;Rodas aro 18";PI;Dezembro;Pessoa Jurídica;1910;67;127970
Mirian;Rodas aro 19";RN;Setembro;Pessoa Física;2240;64;143360
Murilo;Rodas aro 20";AC;Julho;Pessoa Física;2479;63;156177
Roberto;Rodas aro 21";TO;Abril;Pessoa Física;3200;62;198400
Myslaine;Rodas aro 22";SE;Outubro;Pessoa Jurídica;3921;61;239181
Katia;Rodas aro 13";MA;Outubro;Pessoa Jurídica;780;61;47580
Vanessa;Rodas aro 14";ES;Outubro;Pessoa Jurídica;980;60;58800
Renata;Rodas aro 15";SC;Agosto;Pessoa Física;1020;58;59160
Caio;Rodas aro 16";AM;Setembro;Pessoa Jurídica;1340;52;69680
Priscila;Rodas aro 17";SE;Fevereiro;Pessoa Física;1870;50;93500
Mirian;Rodas aro 18";SC;Agosto;Pessoa Física;1910;49;93590
Murilo;Rodas aro 19";AL;Novembro;Pessoa Física;2240;45;100800
Roberto;Rodas aro 20";AM;Outubro;Pessoa Jurídica;2479;44;109076
Myslaine;Rodas aro 21";SP;Fevereiro;Pessoa Jurídica;3200;43;137600
Katia;Rodas aro 22";MS;Abril;Pessoa Jurídica;3921;43;168603
Vanessa;Rodas aro 13";MT;Dezembro;Pessoa Física;780;41;31980
Renata;Rodas aro 14";SP;Novembro;Pessoa Jurídica;980;41;40180
Caio;Rodas aro 15";RO;Julho;Pessoa Física;1020;40;40800
Priscila;Rodas aro 16";AP;Abril;Pessoa Física;1340;39;52260
Mirian;Rodas aro 17";CE;Dezembro;Pessoa Física;1870;38;71060
Murilo;Rodas aro 18";SP;Outubro;Pessoa Jurídica;1910;37;70670
Roberto;Rodas aro 19";SP;Agosto;Pessoa Jurídica;2240;37;82880
Myslaine;Rodas aro 20";MS;Dezembro;Pessoa Jurídica;2479;36;89244
Katia;Rodas aro 21";PE;Março;Pessoa Física;3200;35;112000
Vanessa;Rodas aro 22";SP;Novembro;Pessoa Jurídica;3921;34;133314
Renata;Rodas aro 13";MT;Junho;Pessoa Física;780;34;26520
Caio;Rodas aro 14";PI;Março;Pessoa Física;980;33;32340
Priscila;Rodas aro 15";AL;Outubro;Pessoa Física;1020;33;33660
Mirian;Rodas aro 16";SE;Julho;Pessoa Jurídica;1340;29;38860
