Identificação;Data;Entrada Manhã;Saída Almoço;Entrada Tarde;Saída Expediente
1038;23/07/2019;08:39:14;12:45:34;13:27:04;17:54:45
1039;23/07/2019;08:26:24;12:40:51;13:43:39;17:33:23
1040;23/07/2019;08:25:24;12:23:45;13:46:44;17:34:14
1041;23/07/2019;08:41:33;12:35:18;13:23:07;17:47:52
1042;23/07/2019;08:03:28;12:05:37;13:23:36;17:08:30
1043;23/07/2019;08:54:25;12:29:23;13:11:39;17:20:17
1044;23/07/2019;08:47:52;12:30:20;13:16:00;17:42:50
1045;23/07/2019;08:00:30;12:34:35;13:32:18;17:46:14
1046;23/07/2019;08:21:04;12:08:24;13:48:03;17:23:40
1047;23/07/2019;08:42:15;12:04:33;13:13:46;17:33:00
1048;23/07/2019;08:56:33;12:49:37;13:34:34;17:43:24
1049;23/07/2019;08:02:17;12:44:06;13:09:26;17:11:33
1050;23/07/2019;08:18:26;12:48:15;13:05:45;17:55:51
1051;23/07/2019;08:12:00;12:22:10;13:32:54;17:59:33
1052;23/07/2019;08:05:52;12:35:45;13:02:53;17:39:03
1053;23/07/2019;08:36:56;12:28:17;13:29:03;17:11:39
1054;23/07/2019;08:08:45;12:48:41;13:46:31;17:55:10
1055;23/07/2019;08:18:13;12:24:17;13:38:45;17:48:56
1056;23/07/2019;08:57:01;12:26:36;13:48:20;17:54:25
1057;23/07/2019;08:09:45;12:52:09;13:49:57;17:56:33
1058;23/07/2019;08:32:49;12:07:58;13:23:11;17:15:38
1059;23/07/2019;08:39:24;12:01:04;13:03:17;17:12:38
1060;23/07/2019;08:57:46;12:34:50;13:04:34;17:43:39
1061;23/07/2019;08:16:50;12:58:08;13:34:27;17:21:24
1062;23/07/2019;08:00:55;12:20:49;13:10:57;17:34:49
1063;23/07/2019;08:59:52;12:59:34;13:30:30;17:51:26
1064;23/07/2019;08:29:29;12:47:03;13:34:18;17:05:39
1065;23/07/2019;08:42:04;12:44:01;13:12:57;17:46:12
1066;23/07/2019;08:30:39;12:09:46;13:02:58;17:46:55
1067;23/07/2019;08:44:17;12:32:24;13:16:54;17:00:44
1068;23/07/2019;08:27:26;12:52:26;13:36:48;17:44:29
1069;23/07/2019;08:23:41;12:43:40;13:56:12;17:01:02
1070;23/07/2019;08:36:24;12:32:02;13:25:13;17:50:00
1071;23/07/2019;08:20:21;12:35:37;13:53:25;17:39:53
1072;23/07/2019;08:29:09;12:51:26;13:07:32;17:19:01
1073;23/07/2019;08:40:57;12:30:30;13:47:35;17:07:24
1074;23/07/2019;08:50:34;12:10:02;13:10:30;17:51:12
1075;23/07/2019;08:00:16;12:06:26;13:36:09;17:55:17
1076;23/07/2019;08:13:14;12:08:13;13:51:50;17:10:18
1077;23/07/2019;08:43:54;12:34:17;13:00:48;17:30:42
1078;23/07/2019;08:07:18;12:38:51;13:54:42;17:13:36
1079;23/07/2019;08:47:08;12:15:31;13:38:46;17:40:56
1080;23/07/2019;08:55:49;12:19:49;13:22:39;17:22:23
1081;23/07/2019;08:52:42;12:51:53;13:08:58;17:51:36
1082;23/07/2019;08:25:52;12:13:17;13:58:00;17:14:07
1083;23/07/2019;08:26:32;12:59:22;13:58:44;17:04:40
1084;23/07/2019;08:07:20;12:56:33;13:00:53;17:42:50
1085;23/07/2019;08:21:53;12:58:44;13:05:11;17:23:15
1086;23/07/2019;08:19:51;12:01:13;13:57:59;17:25:33
1087;23/07/2019;08:38:32;12:49:55;13:31:46;17:16:22
1088;23/07/2019;08:57:45;12:49:11;13:21:13;17:16:58
1089;23/07/2019;08:06:14;12:33:26;13:38:19;17:29:07
1090;23/07/2019;08:26:05;12:01:19;13:09:56;17:56:16
1091;23/07/2019;08:28:28;12:34:44;13:48:57;17:01:22
1092;23/07/2019;08:27:02;12:28:45;13:42:32;17:57:45
1093;23/07/2019;08:56:25;12:40:04;13:40:58;17:33:24
1094;23/07/2019;08:35:18;12:08:26;13:38:15;17:27:17
1095;23/07/2019;08:10:51;12:27:53;13:51:45;17:21:37
1096;23/07/2019;08:48:38;12:27:37;13:46:35;17:55:30
1097;23/07/2019;08:48:09;12:07:14;13:00:51;17:36:00
1098;23/07/2019;08:40:44;12:12:26;13:37:04;17:01:58
1099;23/07/2019;08:40:31;12:42:55;13:20:00;17:47:04
1000;24/07/2019;08:43:43;12:59:14;13:38:05;17:07:47
1001;24/07/2019;08:04:11;12:27:57;13:23:43;17:44:02
1002;24/07/2019;08:50:45;12:35:02;13:56:25;17:40:41
1003;24/07/2019;08:11:03;12:59:52;13:49:11;17:40:34
1004;24/07/2019;08:03:02;12:32:33;13:39:14;17:25:39
1005;24/07/2019;08:26:54;12:17:33;13:16:51;17:15:45
1006;24/07/2019;08:19:51;12:19:08;13:05:55;17:00:50
1007;24/07/2019;08:57:36;12:38:18;13:04:07;17:31:34
1008;24/07/2019;08:07:47;12:54:33;13:18:02;17:25:06
1009;24/07/2019;08:59:36;12:10:13;13:12:23;17:14:29
1010;24/07/2019;08:49:15;12:57:01;13:01:00;17:11:31
1011;24/07/2019;08:22:21;12:10:32;13:50:48;17:52:24
1012;24/07/2019;08:23:37;12:53:37;13:43:32;17:06:21
1013;24/07/2019;08:08:19;12:47:57;13:04:58;17:50:28
1014;24/07/2019;08:34:38;12:26:03;13:54:41;17:36:40
1015;24/07/2019;08:01:31;12:49:16;13:13:27;17:56:40
1016;24/07/2019;08:02:09;12:43:33;13:16:46;17:14:53
1017;24/07/2019;08:12:06;12:36:59;13:36:35;17:39:15
1018;24/07/2019;08:06:37;12:47:53;13:03:51;17:20:39
1019;24/07/2019;08:51:09;12:31:22;13:41:54;17:34:25
1020;24/07/2019;08:56:22;12:35:12;13:17:27;17:43:55
1021;24/07/2019;08:09:59;12:31:48;13:19:46;17:51:15
1022;24/07/2019;08:48:14;12:17:20;13:35:35;17:22:51
1023;24/07/2019;08:23:53;12:47:22;13:14:11;17:27:13
1024;24/07/2019;08:31:33;12:37:16;13:17:50;17:52:26
1025;24/07/2019;08:46:00;12:45:34;13:17:27;17:59:21
1026;24/07/2019;08:26:30;12:41:17;13:55:25;17:39:49
1027;24/07/2019;08:56:03;12:33:31;13:23:27;17:04:29
1028;24/07/2019;08:21:28;12:26:36;13:33:47;17:55:37
1029;24/07/2019;08:11:07;12:05:54;13:27:13;17:50:40
1030;24/07/2019;08:34:02;12:03:48;13:12:14;17:03:41
1031;24/07/2019;08:29:27;12:46:58;13:27:38;17:11:31
1032;24/07/2019;08:32:19;12:56:40;13:17:34;17:22:43
1033;24/07/2019;08:48:41;12:21:34;13:48:00;17:33:48
1034;24/07/2019;08:04:00;12:39:50;13:22:49;17:40:41
1035;24/07/2019;08:58:02;12:58:28;13:40:03;17:17:18
1036;24/07/2019;08:55:56;12:15:08;13:25:14;17:08:20
1037;24/07/2019;08:30:45;12:39:12;13:50:58;17:42:47
1038;24/07/2019;08:57:08;12:07:12;13:43:33;17:45:51
1039;24/07/2019;08:07:52;12:55:01;13:03:07;17:15:56
1040;24/07/2019;08:06:25;12:31:41;13:21:42;17:53:39
1041;24/07/2019;08:09:44;12:52:57;13:58:12;17:42:58
1042;24/07/2019;08:26:26;12:35:52;13:27:50;17:27:20
1043;24/07/2019;08:11:51;12:59:58;13:30:27;17:11:45
1044;24/07/2019;08:38:39;12:17:00;13:27:12;17:27:10
1045;24/07/2019;08:21:17;12:20:59;13:01:54;17:35:50
1046;24/07/2019;08:47:54;12:33:45;13:48:34;17:37:31
1047;24/07/2019;08:30:55;12:06:24;13:26:06;17:16:21
1048;24/07/2019;08:29:03;12:05:03;13:16:52;17:22:54
1049;24/07/2019;08:41:25;12:28:46;13:20:30;17:40:05
1050;24/07/2019;08:09:35;12:10:50;13:38:23;17:50:45
1051;24/07/2019;08:21:37;12:54:19;13:29:56;17:45:57
1052;24/07/2019;08:23:13;12:37:49;13:00:26;17:30:33
1053;24/07/2019;08:58:15;12:51:45;13:42:04;17:43:32
1054;24/07/2019;08:55:35;12:12:50;13:22:57;17:45:20
1055;24/07/2019;08:56:23;12:13:22;13:51:31;17:27:19
1056;24/07/2019;08:07:22;12:49:35;13:28:46;17:44:20
1057;24/07/2019;08:13:37;12:32:35;13:32:52;17:57:34
1058;24/07/2019;08:33:46;12:13:42;13:55:51;17:49:49
1059;24/07/2019;08:02:26;12:07:11;13:29:19;17:13:21
1060;24/07/2019;08:16:30;12:15:51;13:59:04;17:13:15
1061;24/07/2019;08:37:30;12:10:53;13:01:49;17:54:24
1062;24/07/2019;08:56:45;12:33:17;13:32:14;17:47:42
1063;24/07/2019;08:20:12;12:39:58;13:37:07;17:06:43
1064;24/07/2019;08:14:03;12:49:16;13:43:08;17:41:59
1065;24/07/2019;08:20:00;12:36:08;13:19:46;17:21:53
1066;24/07/2019;08:17:31;12:00:01;13:54:20;17:14:26
1067;24/07/2019;08:56:25;12:34:14;13:12:03;17:34:26
1068;24/07/2019;08:09:37;12:27:42;13:04:04;17:53:55
1069;24/07/2019;08:36:32;12:25:50;13:11:14;17:55:02
1070;24/07/2019;08:15:39;12:34:27;13:59:25;17:17:33
1071;24/07/2019;08:05:04;12:47:42;13:42:31;17:58:19
1072;24/07/2019;08:07:12;12:28:25;13:43:43;17:04:50
1073;24/07/2019;08:28:10;12:55:20;13:14:53;17:05:23
1074;24/07/2019;08:36:28;12:37:43;13:02:21;17:06:49
1075;24/07/2019;08:11:14;12:23:36;13:10:02;17:51:59
1076;24/07/2019;08:13:59;12:21:03;13:36:45;17:52:46
1077;24/07/2019;08:04:02;12:17:09;13:44:23;17:38:53
1078;24/07/2019;08:22:13;12:00:15;13:11:22;17:24:03
1079;24/07/2019;08:15:08;12:42:30;13:33:37;17:30:48
1080;24/07/2019;08:27:20;12:05:44;13:55:21;17:54:13
1081;24/07/2019;08:55:49;12:15:07;13:14:07;17:46:58
1082;24/07/2019;08:35:36;12:03:29;13:09:29;17:00:05
1083;24/07/2019;08:51:43;12:45:58;13:17:15;17:44:59
1084;24/07/2019;08:32:29;12:54:20;13:14:36;17:32:31
1085;24/07/2019;08:22:55;12:28:54;13:36:47;17:12:14
1086;24/07/2019;08:32:21;12:19:01;13:40:39;17:15:58
1087;24/07/2019;08:51:07;12:08:01;13:34:52;17:50:59
1088;24/07/2019;08:22:49;12:04:24;13:51:17;17:57:32
1089;24/07/2019;08:23:23;12:49:37;13:19:00;17:11:46
1090;24/07/2019;08:53:40;12:49:20;13:37:23;17:09:39
1091;24/07/2019;08:33:08;12:44:28;13:27:42;17:32:12
1092;24/07/2019;08:53:36;12:59:38;13:15:00;17:14:17
1093;24/07/2019;08:17:24;12:33:42;13:50:30;17:59:52
1094;24/07/2019;08:13:24;12:08:42;13:23:27;17:27:04
1095;24/07/2019;08:38:18;12:56:43;13:05:39;17:35:38
1096;24/07/2019;08:06:22;12:16:58;13:40:12;17:42:17
1097;24/07/2019;08:52:55;12:16:46;13:09:56;17:26:18
1098;24/07/2019;08:57:10;12:22:33;13:28:54;17:52:38
1099;24/07/2019;08:49:32;12:10:08;13:45:15;17:37:31
1000;25/07/2019;08:59:17;12:00:13;13:20:25;17:32:20
1001;25/07/2019;08:41:53;12:04:41;13:49:37;17:49:15
1002;25/07/2019;08:01:35;12:46:43;13:11:07;17:20:00
1003;25/07/2019;08:44:44;12:54:35;13:15:54;17:44:52
1004;25/07/2019;08:04:57;12:54:53;13:16:28;17:41:06
1005;25/07/2019;08:32:13;12:42:49;13:07:08;17:48:36
1006;25/07/2019;08:57:32;12:47:31;13:32:05;17:44:48
1007;25/07/2019;08:43:43;12:31:42;13:15:01;17:11:41
1008;25/07/2019;08:16:53;12:19:17;13:47:31;17:41:58
1009;25/07/2019;08:46:07;12:09:45;13:20:33;17:22:04
1010;25/07/2019;08:55:52;12:16:56;13:53:26;17:18:36
1011;25/07/2019;08:55:50;12:23:34;13:32:12;17:19:46
1012;25/07/2019;08:38:12;12:42:05;13:44:17;17:43:52
1013;25/07/2019;08:56:52;12:20:17;13:10:04;17:50:14
1014;25/07/2019;08:59:49;12:39:15;13:30:32;17:16:52
1015;25/07/2019;08:47:41;12:26:37;13:14:44;17:59:08
1016;25/07/2019;08:32:47;12:39:23;13:17:18;17:59:01
1017;25/07/2019;08:37:00;12:40:38;13:57:32;17:49:08
1018;25/07/2019;08:54:38;12:30:34;13:59:28;17:33:01
1019;25/07/2019;08:29:08;12:04:55;13:50:53;17:51:22
1020;25/07/2019;08:46:38;12:43:58;13:37:36;17:44:43
1021;25/07/2019;08:40:39;12:56:51;13:22:36;17:23:10
1022;25/07/2019;08:36:38;12:37:24;13:52:16;17:35:18
1023;25/07/2019;08:17:23;12:00:58;13:06:26;17:03:43
1024;25/07/2019;08:58:26;12:28:10;13:46:33;17:28:53
1025;25/07/2019;08:53:21;12:33:41;13:48:04;17:32:14
1026;25/07/2019;08:59:02;12:42:07;13:50:03;17:40:17
1027;25/07/2019;08:07:24;12:04:54;13:01:21;17:52:23
1028;25/07/2019;08:40:16;12:20:05;13:37:44;17:44:05
1029;25/07/2019;08:20:50;12:30:43;13:28:50;17:57:57
1030;25/07/2019;08:16:42;12:21:05;13:11:57;17:08:54
1031;25/07/2019;08:17:03;12:15:06;13:06:05;17:52:33
1032;25/07/2019;08:13:18;12:23:01;13:44:00;17:22:08
1033;25/07/2019;08:49:15;12:48:33;13:00:36;17:00:17
1034;25/07/2019;08:02:06;12:32:47;13:40:21;17:54:36
1035;25/07/2019;08:41:13;12:11:12;13:32:01;17:07:25
1036;25/07/2019;08:01:29;12:29:03;13:51:18;17:44:17
1037;25/07/2019;08:53:59;12:22:07;13:30:04;17:33:09
1038;25/07/2019;08:38:34;12:46:49;13:06:31;17:41:06
1039;25/07/2019;08:09:29;12:15:49;13:35:35;17:42:48
1040;25/07/2019;08:29:14;12:03:45;13:50:15;17:45:14
1041;25/07/2019;08:40:31;12:29:15;13:06:24;17:17:05
1042;25/07/2019;08:29:32;12:02:25;13:25:23;17:51:16
1043;25/07/2019;08:14:43;12:48:29;13:07:46;17:03:01
1044;25/07/2019;08:31:43;12:23:45;13:10:11;17:33:53
1045;25/07/2019;08:16:04;12:52:58;13:23:00;17:26:04
1046;25/07/2019;08:20:48;12:53:38;13:16:16;17:14:29
1047;25/07/2019;08:12:33;12:11:00;13:08:30;17:46:33
1048;25/07/2019;08:20:54;12:41:59;13:23:28;17:01:18
1049;25/07/2019;08:22:49;12:17:48;13:36:09;17:51:40
1050;25/07/2019;08:31:46;12:56:35;13:59:35;17:39:00
1051;25/07/2019;08:36:56;12:22:07;13:55:22;17:36:16
1052;25/07/2019;08:20:54;12:53:45;13:36:27;17:10:47
1053;25/07/2019;08:09:34;12:49:02;13:43:59;17:27:11
1054;25/07/2019;08:59:41;12:59:23;13:01:20;17:36:09
1055;25/07/2019;08:11:41;12:57:51;13:20:37;17:53:58
1056;25/07/2019;08:08:07;12:18:13;13:48:19;17:17:07
1057;25/07/2019;08:26:02;12:05:44;13:50:29;17:29:07
1058;25/07/2019;08:30:52;12:47:12;13:04:31;17:49:31
1059;25/07/2019;08:44:36;12:48:57;13:10:49;17:40:22
1060;25/07/2019;08:18:16;12:43:55;13:53:35;17:47:14
1061;25/07/2019;08:52:07;12:24:55;13:16:27;17:30:12
1062;25/07/2019;08:31:46;12:58:38;13:18:00;17:13:53
1063;25/07/2019;08:26:42;12:54:03;13:11:57;17:44:51
1064;25/07/2019;08:29:54;12:06:09;13:27:37;17:17:32
1065;25/07/2019;08:45:48;12:26:10;13:02:46;17:25:41
1066;25/07/2019;08:33:17;12:12:28;13:09:50;17:32:16
1067;25/07/2019;08:37:23;12:19:12;13:01:00;17:16:37
1068;25/07/2019;08:21:23;12:01:24;13:50:58;17:11:18
1069;25/07/2019;08:49:19;12:02:07;13:47:23;17:23:45
1070;25/07/2019;08:24:39;12:16:43;13:28:52;17:49:46
1071;25/07/2019;08:40:19;12:11:44;13:26:42;17:26:41
1072;25/07/2019;08:41:36;12:29:04;13:17:38;17:01:52
1073;25/07/2019;08:59:47;12:30:46;13:37:57;17:37:58
1074;25/07/2019;08:20:01;12:37:08;13:21:27;17:29:56
1075;25/07/2019;08:27:46;12:54:14;13:23:50;17:39:10
1076;25/07/2019;08:01:18;12:34:03;13:49:30;17:15:25
1077;25/07/2019;08:27:47;12:21:44;13:00:06;17:07:11
1078;25/07/2019;08:24:07;12:00:51;13:05:11;17:06:13
1079;25/07/2019;08:10:35;12:58:59;13:04:22;17:10:15
1080;25/07/2019;08:51:16;12:00:06;13:44:54;17:32:52
1081;25/07/2019;08:30:48;12:12:52;13:00:51;17:22:52
1082;25/07/2019;08:05:04;12:58:49;13:03:11;17:00:52
1083;25/07/2019;08:45:28;12:55:52;13:00:42;17:33:12
1084;25/07/2019;08:57:59;12:48:49;13:01:42;17:37:00
1085;25/07/2019;08:09:12;12:02:47;13:28:54;17:35:14
1086;25/07/2019;08:56:52;12:35:36;13:21:59;17:50:17
1087;25/07/2019;08:57:20;12:19:45;13:58:18;17:15:00
1088;25/07/2019;08:52:37;12:12:40;13:20:46;17:49:48
1089;25/07/2019;08:01:55;12:25:18;13:34:20;17:36:36
1090;25/07/2019;08:03:24;12:54:22;13:58:51;17:34:14
1091;25/07/2019;08:30:24;12:20:44;13:43:50;17:45:20
1092;25/07/2019;08:00:36;12:08:10;13:51:57;17:32:26
1093;25/07/2019;08:49:36;12:40:01;13:00:19;17:48:00
1094;25/07/2019;08:17:16;12:07:15;13:44:41;17:05:19
1095;25/07/2019;08:04:53;12:11:02;13:54:06;17:42:12
1096;25/07/2019;08:14:07;12:22:48;13:33:51;17:45:18
1097;25/07/2019;08:00:37;12:19:24;13:50:58;17:01:29
1098;25/07/2019;08:59:31;12:48:48;13:32:46;17:58:58
1099;25/07/2019;08:46:27;12:04:22;13:33:27;17:43:22
1000;26/07/2019;08:41:05;12:06:07;13:50:15;17:57:21
1001;26/07/2019;08:22:30;12:09:54;13:47:34;17:56:41
1002;26/07/2019;08:45:30;12:54:06;13:37:03;17:02:39
1003;26/07/2019;08:25:36;12:47:48;13:45:06;17:28:02
1004;26/07/2019;08:42:29;12:56:24;13:10:49;17:43:58
1005;26/07/2019;08:43:30;12:32:35;13:31:28;17:51:16
1006;26/07/2019;08:04:25;12:51:02;13:14:24;17:34:02
1007;26/07/2019;08:23:50;12:47:18;13:52:47;17:30:53
1008;26/07/2019;08:57:14;12:48:37;13:34:19;17:34:53
1009;26/07/2019;08:01:35;12:39:18;13:18:14;17:18:56
1010;26/07/2019;08:48:30;12:22:37;13:43:26;17:23:38
1011;26/07/2019;08:49:01;12:42:23;13:06:51;17:33:14
1012;26/07/2019;08:45:17;12:51:28;13:49:26;17:31:31
1013;26/07/2019;08:30:03;12:26:18;13:24:36;17:50:54
1014;26/07/2019;08:07:35;12:54:47;13:20:07;17:17:29
1015;26/07/2019;08:35:30;12:05:34;13:53:45;17:55:08
1016;26/07/2019;08:25:19;12:57:31;13:45:56;17:04:17
1017;26/07/2019;08:08:57;12:30:31;13:57:11;17:29:51
1018;26/07/2019;08:47:32;12:45:51;13:57:37;17:32:35
1019;26/07/2019;08:46:05;12:15:19;13:29:43;17:57:21
1020;26/07/2019;08:17:13;12:28:25;13:23:43;17:12:20
1021;26/07/2019;08:57:47;12:27:33;13:07:49;17:29:54
1022;26/07/2019;08:22:35;12:50:11;13:55:46;17:56:27
1023;26/07/2019;08:12:31;12:05:18;13:19:27;17:45:15
1024;26/07/2019;08:55:46;12:17:00;13:04:03;17:05:01
1025;26/07/2019;08:52:19;12:44:55;13:58:46;17:09:49
1026;26/07/2019;08:00:07;12:19:02;13:45:38;17:27:30
1027;26/07/2019;08:34:03;12:19:41;13:52:37;17:24:53
1028;26/07/2019;08:59:34;12:31:30;13:07:47;17:09:15
1029;26/07/2019;08:49:08;12:18:43;13:32:13;17:07:51
1030;26/07/2019;08:45:45;12:23:21;13:31:59;17:54:52
1031;26/07/2019;08:21:47;12:07:15;13:04:43;17:50:31
1032;26/07/2019;08:12:43;12:56:26;13:13:48;17:11:50
1033;26/07/2019;08:50:17;12:50:55;13:13:51;17:46:28
1034;26/07/2019;08:01:06;12:34:46;13:58:14;17:50:10
1035;26/07/2019;08:16:09;12:41:44;13:54:06;17:54:32
1036;26/07/2019;08:39:30;12:15:39;13:33:29;17:18:41
1037;26/07/2019;08:00:25;12:02:13;13:00:06;17:19:49
1038;26/07/2019;08:51:59;12:14:53;13:22:39;17:21:24
1039;26/07/2019;08:07:07;12:22:54;13:15:54;17:00:18
1040;26/07/2019;08:58:03;12:02:39;13:37:21;17:16:13
1041;26/07/2019;08:37:49;12:46:10;13:31:06;17:29:10
1042;26/07/2019;08:27:28;12:52:50;13:47:57;17:18:47
1043;26/07/2019;08:08:42;12:56:55;13:03:47;17:28:27
1044;26/07/2019;08:37:52;12:09:34;13:54:15;17:39:05
1045;26/07/2019;08:42:22;12:40:21;13:47:52;17:21:24
1046;26/07/2019;08:58:20;12:16:25;13:02:37;17:48:20
1047;26/07/2019;08:40:16;12:14:58;13:08:11;17:11:07
1048;26/07/2019;08:49:28;12:30:11;13:24:50;17:55:05
1049;26/07/2019;08:35:14;12:00:16;13:11:05;17:10:09
1050;26/07/2019;08:15:34;12:59:26;13:09:57;17:31:03
1051;26/07/2019;08:01:19;12:31:14;13:38:24;17:36:10
1052;26/07/2019;08:53:51;12:17:13;13:17:00;17:31:27
1053;26/07/2019;08:37:40;12:13:39;13:07:49;17:30:20
1054;26/07/2019;08:36:36;12:55:53;13:39:01;17:24:49
1055;26/07/2019;08:11:17;12:24:16;13:43:20;17:41:20
1056;26/07/2019;08:41:07;12:14:23;13:23:29;17:56:45
1057;26/07/2019;08:03:53;12:30:11;13:03:31;17:16:43
1058;26/07/2019;08:55:49;12:42:35;13:25:08;17:32:23
1059;26/07/2019;08:08:48;12:47:16;13:47:32;17:26:21
1060;26/07/2019;08:52:13;12:26:32;13:18:10;17:38:39
1061;26/07/2019;08:59:21;12:35:03;13:45:03;17:04:04
1062;26/07/2019;08:43:38;12:08:34;13:44:57;17:49:05
1063;26/07/2019;08:33:57;12:27:47;13:32:45;17:00:23
1064;26/07/2019;08:57:36;12:27:22;13:41:40;17:58:16
1065;26/07/2019;08:58:59;12:29:59;13:02:14;17:34:52
1066;26/07/2019;08:24:03;12:25:03;13:45:08;17:18:43
1067;26/07/2019;08:22:23;12:01:01;13:58:41;17:22:16
1068;26/07/2019;08:15:38;12:41:26;13:08:03;17:19:47
1069;26/07/2019;08:00:34;12:01:25;13:43:58;17:24:02
1070;26/07/2019;08:08:03;12:21:37;13:08:35;17:02:05
1071;26/07/2019;08:38:59;12:19:44;13:35:13;17:10:03
1072;26/07/2019;08:48:56;12:56:08;13:28:32;17:05:50
1073;26/07/2019;08:16:01;12:28:07;13:28:44;17:47:00
1074;26/07/2019;08:17:31;12:06:46;13:46:17;17:52:05
1075;26/07/2019;08:41:13;12:47:17;13:19:38;17:21:00
1076;26/07/2019;08:53:18;12:33:03;13:03:59;17:58:06
1077;26/07/2019;08:20:20;12:30:20;13:08:09;17:48:19
1078;26/07/2019;08:08:12;12:28:28;13:26:27;17:41:35
1079;26/07/2019;08:34:44;12:18:39;13:56:41;17:09:32
1080;26/07/2019;08:25:10;12:45:18;13:58:10;17:20:27
1081;26/07/2019;08:52:33;12:28:44;13:55:16;17:59:24
1082;26/07/2019;08:24:24;12:59:59;13:15:32;17:21:58
1083;26/07/2019;08:21:46;12:47:03;13:31:48;17:28:54
1084;26/07/2019;08:36:00;12:30:05;13:44:11;17:42:58
1085;26/07/2019;08:21:33;12:44:36;13:15:46;17:57:21
1086;26/07/2019;08:36:52;12:12:17;13:57:20;17:01:57
1087;26/07/2019;08:30:14;12:05:25;13:43:19;17:38:38
1088;26/07/2019;08:02:44;12:51:43;13:04:37;17:56:03
1089;26/07/2019;08:59:49;12:31:39;13:20:32;17:36:57
1090;26/07/2019;08:08:05;12:01:43;13:45:34;17:51:05
1091;26/07/2019;08:07:12;12:52:19;13:27:59;17:51:03
1092;26/07/2019;08:56:01;12:57:01;13:42:09;17:56:25
1093;26/07/2019;08:54:05;12:39:48;13:47:36;17:08:54
1094;26/07/2019;08:17:42;12:32:32;13:51:38;17:31:08
1095;26/07/2019;08:14:02;12:01:40;13:26:47;17:27:40
1096;26/07/2019;08:52:19;12:22:23;13:02:34;17:39:03
1097;26/07/2019;08:03:00;12:46:07;13:49:02;17:53:42
1098;26/07/2019;08:18:57;12:48:36;13:13:14;17:00:16
1099;26/07/2019;08:24:42;12:52:57;13:58:24;17:59:18
1000;29/07/2019;08:39:15;12:00:01;13:43:36;17:44:22
1001;29/07/2019;08:49:00;12:15:44;13:11:57;17:35:15
1002;29/07/2019;08:18:11;12:37:21;13:58:36;17:30:41
1003;29/07/2019;08:51:09;12:25:19;13:28:11;17:51:03
1004;29/07/2019;08:07:54;12:33:03;13:09:33;17:06:38
1005;29/07/2019;08:56:52;12:09:19;13:24:01;17:31:35
1006;29/07/2019;08:37:01;12:14:42;13:22:58;17:01:09
1007;29/07/2019;08:23:51;12:05:08;13:55:04;17:35:36
1008;29/07/2019;08:56:49;12:03:40;13:40:01;17:59:59
1009;29/07/2019;08:35:25;12:58:34;13:02:22;17:34:20
1010;29/07/2019;08:17:54;12:52:03;13:29:45;17:21:54
1011;29/07/2019;08:35:03;12:24:17;13:52:09;17:00:59
1012;29/07/2019;08:26:17;12:07:20;13:25:57;17:45:29
1013;29/07/2019;08:40:29;12:19:32;13:33:34;17:35:41
1014;29/07/2019;08:56:21;12:25:07;13:31:37;17:00:41
1015;29/07/2019;08:08:13;12:39:43;13:15:54;17:04:15
1016;29/07/2019;08:46:32;12:20:57;13:00:41;17:06:52
1017;29/07/2019;08:58:05;12:08:59;13:28:01;17:28:18
1018;29/07/2019;08:24:32;12:13:40;13:30:50;17:24:24
1019;29/07/2019;08:55:33;12:41:05;13:12:37;17:46:34
1020;29/07/2019;08:46:24;12:03:03;13:22:53;17:31:44
1021;29/07/2019;08:27:00;12:29:05;13:32:09;17:57:58
1022;29/07/2019;08:33:41;12:14:27;13:17:53;17:35:34
1023;29/07/2019;08:36:32;12:23:24;13:09:13;17:31:51
1024;29/07/2019;08:01:11;12:08:45;13:50:43;17:21:53
1025;29/07/2019;08:08:52;12:46:53;13:34:30;17:59:54
1026;29/07/2019;08:04:39;12:42:34;13:05:46;17:46:16
1027;29/07/2019;08:45:43;12:46:32;13:39:23;17:49:18
1028;29/07/2019;08:17:29;12:13:39;13:45:28;17:33:58
1029;29/07/2019;08:40:59;12:20:38;13:12:18;17:22:47
1030;29/07/2019;08:23:40;12:46:34;13:52:29;17:02:27
1031;29/07/2019;08:31:56;12:18:44;13:25:00;17:21:14
1032;29/07/2019;08:32:51;12:56:30;13:39:05;17:16:35
1033;29/07/2019;08:55:14;12:57:44;13:26:15;17:32:45
1034;29/07/2019;08:59:45;12:29:39;13:42:49;17:48:12
1035;29/07/2019;08:42:46;12:59:56;13:31:31;17:09:28
1036;29/07/2019;08:28:27;12:02:00;13:04:55;17:28:50
1037;29/07/2019;08:34:31;12:21:17;13:22:58;17:44:27
1038;29/07/2019;08:26:29;12:24:01;13:22:43;17:10:19
1039;29/07/2019;08:31:56;12:27:24;13:38:10;17:39:41
1040;29/07/2019;08:10:23;12:23:36;13:32:06;17:14:21
1041;29/07/2019;08:22:07;12:45:15;13:28:34;17:30:38
1042;29/07/2019;08:04:16;12:07:17;13:30:01;17:45:19
1043;29/07/2019;08:14:45;12:36:43;13:45:33;17:27:35
1044;29/07/2019;08:35:52;12:55:39;13:32:34;17:32:27
1045;29/07/2019;08:13:39;12:49:56;13:45:19;17:42:33
1046;29/07/2019;08:49:07;12:17:33;13:41:06;17:32:12
1047;29/07/2019;08:54:55;12:11:24;13:11:25;17:04:48
